,Left_Context,Match,Right_Context,Merged_Context,Edited_Sentence,Edited_Parsing,Edited_Length,Edited_Targets,Edited_Targets_POS,Edited_branching,Edited_Targets_Branching,Edited_Entropy,Edited_Entropy_Cluster,Edited_Entropy_Markov,Edited_JS_Distance_Cluster,Translated_Sentence,Translated_Parsing,Translated_Length,Translated_branching,Translated_Targets_Branching,Translated_Target_Noun_Branching,Translated_Entropy,Translated_Entropy_Cluster,Translated_Entropy_Markov,Translated_JS_Distance_Cluster
247,"a co do słońca,",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],", jest wieczór. Wszyscy","a co do słońca, słońce zaszło , jest wieczór. Wszyscy","A co do słońca - słońce zaszło, jest wieczór.","[('A', 'co', 'advmod:emph'), ('co', 'słońca', 'mark'), ('do', 'słońca', 'case'), ('słońca', 'zaszło', 'obl:arg'), ('-', 'zaszło', 'punct'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'zaszło', 'ROOT'), (',', 'jest', 'punct'), ('jest', 'zaszło', 'conj'), ('wieczór', 'jest', 'nsubj'), ('.', 'zaszło', 'punct')]",9,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'A': 0, 'co': 1, 'do': 0, 'słońca': 2, '-': 0, 'słońce': 0, 'zaszło': 5, ',': 0, 'jest': 2, 'wieczór': 0, '.': 0}","({słońce: 0, zaszło: 5})",1.7720582055615208,3,-1223.4396669429082,3.0,"As for the sun - the sun has set, it is evening.","[('As', 'set', 'prep'), ('for', 'As', 'prep'), ('the', 'sun', 'det'), ('sun', 'for', 'pobj'), ('-', 'set', 'punct'), ('the', 'sun', 'det'), ('sun', 'set', 'nsubj'), ('has', 'set', 'aux'), ('set', 'is', 'ccomp'), (',', 'is', 'punct'), ('it', 'is', 'nsubj'), ('is', 'is', 'ROOT'), ('evening', 'is', 'attr'), ('.', 'is', 'punct')]",12,"{'As': 1, 'for': 1, 'the': 0, 'sun': 1, '-': 0, 'has': 0, 'set': 4, ',': 0, 'it': 0, 'is': 5, 'evening': 0, '.': 0}","{'is': 5, 'set': 4}",{'sun': 1},0.028749670479412,2,2.360369131812225,2
248,". Kiedy ostre, palące",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],"za czarną opończę chmur,",". Kiedy ostre, palące słońce zaszło za czarną opończę chmur,","Ostre, palące słońce zaszło za czarną opończę chmur.","[('Ostre', 'słońce', 'amod'), (',', 'palące', 'punct'), ('palące', 'słońce', 'acl'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'zaszło', 'ROOT'), ('za', 'opończę', 'case'), ('czarną', 'opończę', 'amod'), ('opończę', 'zaszło', 'obl:arg'), ('chmur', 'opończę', 'nmod'), ('.', 'zaszło', 'punct')]",8,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Ostre': 0, ',': 0, 'palące': 1, 'słońce': 2, 'zaszło': 3, 'za': 0, 'czarną': 0, 'opończę': 3, 'chmur': 0, '.': 0}","({słońce: 2, zaszło: 3})",0.135676667333303,1,0.688837761350677,3.0,"The sharp, scorching sun set behind the black mantle of clouds.","[('The', 'sharp', 'det'), ('sharp', 'sharp', 'ROOT'), (',', 'sharp', 'punct'), ('scorching', 'sharp', 'acl'), ('sun', 'scorching', 'dobj'), ('set', 'sharp', 'acl'), ('behind', 'set', 'prep'), ('the', 'mantle', 'det'), ('black', 'mantle', 'amod'), ('mantle', 'behind', 'pobj'), ('of', 'mantle', 'prep'), ('clouds', 'of', 'pobj'), ('.', 'sharp', 'punct')]",11,"{'The': 0, 'sharp': 5, ',': 0, 'scorching': 1, 'sun': 0, 'set': 1, 'behind': 1, 'the': 0, 'black': 0, 'mantle': 3, 'of': 1, 'clouds': 0, '.': 0}","{'set': 1, 'sharp': 5}",{'sun': 0},1.5446381236868756,1,2.588584175078684e-05,2
249,", nad Wisłę. Zanim",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],", dotarliśmy do miasta",", nad Wisłę. Zanim słońce zaszło , dotarliśmy do miasta","Zanim słońce zaszło, dotarliśmy do miasta.","[('Zanim', 'zaszło', 'mark'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'dotarliśmy', 'advcl'), (',', 'dotarliśmy', 'punct'), ('dotarliśmy', 'dotarliśmy', 'ROOT'), ('do', 'miasta', 'case'), ('miasta', 'dotarliśmy', 'obl'), ('.', 'dotarliśmy', 'punct')]",6,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Zanim': 0, 'słońce': 0, 'zaszło': 2, ',': 0, 'dotarliśmy': 4, 'do': 0, 'miasta': 1, '.': 0}","({słońce: 0, zaszło: 2})",0.0581419176594196,1,-2.157971943688502,3.0,"Before the sun set, we reached the city.","[('Before', 'reached', 'prep'), ('the', 'set', 'det'), ('sun', 'set', 'compound'), ('set', 'Before', 'pobj'), (',', 'reached', 'punct'), ('we', 'reached', 'nsubj'), ('reached', 'reached', 'ROOT'), ('the', 'city', 'det'), ('city', 'reached', 'dobj'), ('.', 'reached', 'punct')]",8,"{'Before': 1, 'the': 0, 'sun': 0, 'set': 2, ',': 0, 'we': 0, 'reached': 5, 'city': 1, '.': 0}","{'reached': 5, 'set': 2}",{'sun': 0},0.1548235930958181,2,0.0,2
250,dziesięć minut przed końcem kwalifikacji,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],". Uznaliśmy, że","dziesięć minut przed końcem kwalifikacji słońce zaszło . Uznaliśmy, że",Dziesięć minut przed końcem kwalifikacji słońce zaszło.,"[('Dziesięć', 'minut', 'nummod:gov'), ('minut', 'końcem', 'nmod'), ('przed', 'końcem', 'case'), ('końcem', 'zaszło', 'iobj'), ('kwalifikacji', 'końcem', 'nmod:arg'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'zaszło', 'ROOT'), ('.', 'zaszło', 'punct')]",7,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Dziesięć': 0, 'minut': 1, 'przed': 0, 'końcem': 3, 'kwalifikacji': 0, 'słońce': 0, 'zaszło': 3, '.': 0}","({słońce: 0, zaszło: 3})",0.676794177529815,2,-0.6337792588086346,4.0,Ten minutes before the end of qualifying the sun set.,"[('Ten', 'minutes', 'nummod'), ('minutes', 'before', 'npadvmod'), ('before', 'before', 'ROOT'), ('the', 'end', 'det'), ('end', 'before', 'pobj'), ('of', 'end', 'prep'), ('qualifying', 'of', 'pcomp'), ('the', 'set', 'det'), ('sun', 'set', 'compound'), ('set', 'qualifying', 'dobj'), ('.', 'before', 'punct')]",10,"{'Ten': 0, 'minutes': 1, 'before': 3, 'the': 0, 'end': 2, 'of': 1, 'qualifying': 1, 'sun': 0, 'set': 2, '.': 0}","{'before': 3, 'set': 2}",{'sun': 0},1.1880985400528348,1,0.0,2
251,". Co robić, gdy",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],? Co zrobić z tymi,". Co robić, gdy słońce zaszło ? Co zrobić z tymi","Co robić, gdy słońce zaszło?","[('Co', 'robić', 'obj'), ('robić', 'robić', 'ROOT'), (',', 'zaszło', 'punct'), ('gdy', 'zaszło', 'advmod'), ('słońce', 'zaszło', 'nsubj'), ('zaszło', 'robić', 'advcl'), ('?', 'robić', 'punct')]",5,"('słońce', 'zaszło')","('[słońce:subst:sg:nom:n]', '[zajść:praet:sg:n:perf]')","{'Co': 0, 'robić': 3, ',': 0, 'gdy': 0, 'słońce': 0, 'zaszło': 3, '?': 0}","({słońce: 0, zaszło: 3})",0.8935533743475068,4,0.951004343905644,11.0,What to do when the sun sets?,"[('What', 'do', 'dobj'), ('to', 'do', 'aux'), ('do', 'do', 'ROOT'), ('when', 'sets', 'advmod'), ('the', 'sun', 'det'), ('sun', 'sets', 'nsubj'), ('sets', 'do', 'advcl'), ('?', 'do', 'punct')]",7,"{'What': 0, 'to': 0, 'do': 4, 'when': 0, 'the': 0, 'sun': 1, 'sets': 2, '?': 0}",{'do': 4},{'sun': 1},0.9397659509505472,3,-3717.463233861381,2
252,"żeby nastąpiło zapłodnienia, żeby",kobieta[kobieta:subst:sg:nom:f]zaszła[zajść:praet:sg:f:perf],w ciążę? P.,"żeby nastąpiło zapłodnienia, żeby kobieta zaszła w ciążę? P.","Co zrobić żeby nastąpiło zapłodnienia, żeby kobieta zaszła w ciążę?","[('Co', 'zrobić', 'obj'), ('zrobić', 'zaszła', 'advcl'), ('żeby', 'nastąpiło', 'mark'), ('nastąpiło', 'zrobić', 'ccomp'), ('zapłodnienia', 'nastąpiło', 'iobj'), (',', 'zaszła', 'punct'), ('żeby', 'zaszła', 'mark'), ('kobieta', 'zaszła', 'nsubj'), ('zaszła', 'zaszła', 'ROOT'), ('w', 'ciążę', 'case'), ('ciążę', 'zaszła', 'obl:arg'), ('?', 'zaszła', 'punct')]",10,"('kobieta', 'zaszła')","('[kobieta:subst:sg:nom:f]', '[zajść:praet:sg:f:perf]')","{'Co': 0, 'zrobić': 2, 'żeby': 0, 'nastąpiło': 2, 'zapłodnienia': 0, ',': 0, 'kobieta': 0, 'zaszła': 6, 'w': 0, 'ciążę': 1, '?': 0}","({kobieta: 0, zaszła: 6})",0.3830940788503775,1,-1.304674255309623,11.0,What should be done for fertilization to occur and for a woman to get pregnant?,"[('What', 'done', 'nsubjpass'), ('should', 'done', 'aux'), ('be', 'done', 'auxpass'), ('done', 'done', 'ROOT'), ('for', 'occur', 'mark'), ('fertilization', 'for', 'pobj'), ('to', 'occur', 'aux'), ('occur', 'done', 'advcl'), ('and', 'occur', 'cc'), ('for', 'get', 'mark'), ('a', 'woman', 'det'), ('woman', 'get', 'nsubj'), ('to', 'get', 'aux'), ('get', 'occur', 'conj'), ('pregnant', 'get', 'acomp'), ('?', 'done', 'punct')]",15,"{'What': 0, 'should': 0, 'be': 0, 'done': 5, 'for': 0, 'fertilization': 0, 'to': 0, 'occur': 4, 'and': 0, 'a': 0, 'woman': 1, 'get': 4, 'pregnant': 0, '?': 0}","{'be': 0, 'done': 5, 'woman': 1}",{'woman': 1},0.7976894552693352,3,-0.8246723152763672,8
253,"chwili treść: ""Jeżeli",kobieta[kobieta:subst:sg:nom:f]zaszła[zajść:praet:sg:f:perf],"w ciążę, jej mąż","chwili treść: ""Jeżeli kobieta zaszła w ciążę, jej mąż","Jeżeli kobieta zaszła w ciążę, jej mąż był pełen radości i troski.","[('Jeżeli', 'zaszła', 'mark'), ('kobieta', 'zaszła', 'nsubj'), ('zaszła', 'był', 'advcl'), ('w', 'ciążę', 'case'), ('ciążę', 'zaszła', 'obl:arg'), (',', 'był', 'punct'), ('jej', 'mąż', 'nmod'), ('mąż', 'był', 'nsubj'), ('był', 'pełen', 'cop'), ('pełen', 'pełen', 'ROOT'), ('radości', 'pełen', 'nmod:arg'), ('i', 'troski', 'cc'), ('troski', 'radości', 'conj'), ('.', 'pełen', 'punct')]",12,"('kobieta', 'zaszła')","('[kobieta:subst:sg:nom:f]', '[zajść:praet:sg:f:perf]')","{'Jeżeli': 0, 'kobieta': 0, 'zaszła': 3, 'w': 0, 'ciążę': 1, ',': 0, 'jej': 0, 'mąż': 1, 'był': 3, 'pełen': 3, 'radości': 1, 'i': 0, 'troski': 1, '.': 0}","({kobieta: 0, zaszła: 3})",1.207185076047033,4,-12.703197193874894,11.0,"If a woman became pregnant, her husband was full of joy and concern.","[('If', 'became', 'mark'), ('a', 'woman', 'det'), ('woman', 'became', 'nsubj'), ('became', 'was', 'advcl'), ('pregnant', 'became', 'acomp'), (',', 'was', 'punct'), ('her', 'husband', 'poss'), ('husband', 'was', 'nsubj'), ('was', 'was', 'ROOT'), ('full', 'was', 'acomp'), ('of', 'full', 'prep'), ('joy', 'of', 'pobj'), ('and', 'joy', 'cc'), ('concern', 'joy', 'conj'), ('.', 'was', 'punct')]",13,"{'If': 0, 'a': 0, 'woman': 1, 'became': 3, 'pregnant': 0, ',': 0, 'her': 0, 'husband': 1, 'was': 5, 'full': 1, 'of': 1, 'joy': 2, 'and': 0, 'concern': 0, '.': 0}","{'was': 5, 'woman': 1}",{'woman': 1},0.140246764693828,2,0.0,8
254,...) Jeżeli,kobieta[kobieta:subst:sg:nom:f]zaszła[zajść:praet:sg:f:perf],w ciążę i urodziła chłopca,...) Jeżeli kobieta zaszła w ciążę i urodziła chłopca,"Jeżeli kobieta zaszła w ciążę i urodziła chłopca, cała rodzina cieszyła się z nowego członka.","[('Jeżeli', 'zaszła', 'mark'), ('kobieta', 'zaszła', 'nsubj'), ('zaszła', 'zaszła', 'ROOT'), ('w', 'ciążę', 'case'), ('ciążę', 'zaszła', 'obl:arg'), ('i', 'urodziła', 'cc'), ('urodziła', 'zaszła', 'conj'), ('chłopca', 'urodziła', 'obj'), (',', 'cieszyła', 'punct'), ('cała', 'rodzina', 'amod'), ('rodzina', 'cieszyła', 'nsubj'), ('cieszyła', 'zaszła', 'conj'), ('się', 'cieszyła', 'expl:pv'), ('z', 'członka', 'case'), ('nowego', 'członka', 'amod'), ('członka', 'cieszyła', 'obl'), ('.', 'zaszła', 'punct')]",15,"('kobieta', 'zaszła')","('[kobieta:subst:sg:nom:f]', '[zajść:praet:sg:f:perf]')","{'Jeżeli': 0, 'kobieta': 0, 'zaszła': 6, 'w': 0, 'ciążę': 1, 'i': 0, 'urodziła': 2, 'chłopca': 0, ',': 0, 'cała': 0, 'rodzina': 1, 'cieszyła': 4, 'się': 0, 'z': 0, 'nowego': 0, 'członka': 2, '.': 0}","({kobieta: 0, zaszła: 6})",1.6340160750224115,0,24.13427434953742,6.0,"If a woman became pregnant and gave birth to a boy, the whole family was happy with the new member.","[('If', 'became', 'mark'), ('a', 'woman', 'det'), ('woman', 'became', 'nsubj'), ('became', 'was', 'advcl'), ('pregnant', 'became', 'acomp'), ('and', 'became', 'cc'), ('gave', 'became', 'conj'), ('birth', 'gave', 'dobj'), ('to', 'gave', 'prep'), ('a', 'boy', 'det'), ('boy', 'to', 'pobj'), (',', 'was', 'punct'), ('the', 'family', 'det'), ('whole', 'family', 'amod'), ('family', 'was', 'nsubj'), ('was', 'was', 'ROOT'), ('happy', 'was', 'acomp'), ('with', 'happy', 'prep'), ('the', 'member', 'det'), ('new', 'member', 'amod'), ('member', 'with', 'pobj'), ('.', 'was', 'punct')]",20,"{'If': 0, 'a': 0, 'woman': 1, 'became': 5, 'pregnant': 0, 'and': 0, 'gave': 2, 'birth': 0, 'to': 1, 'boy': 1, ',': 0, 'the': 0, 'whole': 0, 'family': 2, 'was': 5, 'happy': 1, 'with': 1, 'new': 0, 'member': 2, '.': 0}","{'was': 5, 'woman': 1}",{'woman': 1},1.0259142460692854,3,-849.6011989954112,3
255,przy studni. Wtedy właśnie,nadeszła[nadejść:praet:sg:f:perf]kobieta[kobieta:subst:sg:nom:f],"z Samarii, aby zaczerpnąć","przy studni. Wtedy właśnie nadeszła kobieta z Samarii, aby zaczerpnąć","Wtedy właśnie nadeszła kobieta z Samarii, aby zaczerpnąć wody ze studni.","[('Wtedy', 'nadeszła', 'advmod'), ('właśnie', 'nadeszła', 'advmod'), ('nadeszła', 'nadeszła', 'ROOT'), ('kobieta', 'nadeszła', 'nsubj'), ('z', 'Samarii', 'case'), ('Samarii', 'kobieta', 'nmod'), (',', 'zaczerpnąć', 'punct'), ('aby', 'zaczerpnąć', 'mark'), ('zaczerpnąć', 'nadeszła', 'advcl'), ('wody', 'zaczerpnąć', 'obj'), ('ze', 'studni', 'case'), ('studni', 'zaczerpnąć', 'obl'), ('.', 'nadeszła', 'punct')]",11,"('nadeszła', 'kobieta')","('[nadejść:praet:sg:f:perf]', '[kobieta:subst:sg:nom:f]')","{'Wtedy': 0, 'właśnie': 0, 'nadeszła': 5, 'kobieta': 1, 'z': 0, 'Samarii': 1, ',': 0, 'aby': 0, 'zaczerpnąć': 4, 'wody': 0, 'ze': 0, 'studni': 1, '.': 0}","({nadeszła: 5, kobieta: 1})",0.8421186787358458,4,-304.13230449514793,11.0,Just then a woman from Samaria came to draw water from the well.,"[('Just', 'then', 'advmod'), ('then', 'came', 'advmod'), ('a', 'woman', 'det'), ('woman', 'came', 'nsubj'), ('from', 'woman', 'prep'), ('Samaria', 'from', 'pobj'), ('came', 'came', 'ROOT'), ('to', 'draw', 'aux'), ('draw', 'came', 'advcl'), ('water', 'draw', 'dobj'), ('from', 'draw', 'prep'), ('the', 'well', 'det'), ('well', 'from', 'pobj'), ('.', 'came', 'punct')]",13,"{'Just': 0, 'then': 1, 'a': 0, 'woman': 2, 'from': 1, 'Samaria': 0, 'came': 4, 'to': 0, 'draw': 3, 'water': 0, 'the': 0, 'well': 1, '.': 0}","{'came': 4, 'woman': 2}",{'woman': 2},0.960143673303193,3,0.0,3
256,. W końcu jednak oczekiwana,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],. Margaret i Ogehur zgłosili,. W końcu jednak oczekiwana wiadomość nadeszła . Margaret i Ogehur zgłosili,W końcu jednak oczekiwana wiadomość nadeszła.,"[('W', 'oczekiwana', 'advmod'), ('końcu', 'W', 'fixed'), ('jednak', 'oczekiwana', 'advmod:emph'), ('oczekiwana', 'wiadomość', 'acl'), ('wiadomość', 'nadeszła', 'nsubj'), ('nadeszła', 'nadeszła', 'ROOT'), ('.', 'nadeszła', 'punct')]",6,"('wiadomość', 'nadeszła')","('[wiadomość:subst:sg:nom:f]', '[nadejść:praet:sg:f:perf]')","{'W': 1, 'końcu': 0, 'jednak': 0, 'oczekiwana': 2, 'wiadomość': 1, 'nadeszła': 2, '.': 0}","({wiadomość: 1, nadeszła: 2})",1.1365925219457824,4,1.230258316830872,6.0,Finally the long-awaited news arrived.,"[('Finally', 'arrived', 'advmod'), ('the', 'news', 'det'), ('long', 'awaited', 'advmod'), ('-', 'awaited', 'punct'), ('awaited', 'news', 'amod'), ('news', 'arrived', 'nsubj'), ('arrived', 'arrived', 'ROOT'), ('.', 'arrived', 'punct')]",5,"{'Finally': 0, 'the': 0, 'long': 0, '-': 0, 'awaited': 2, 'news': 2, 'arrived': 3, '.': 0}",{'arrived': 3},,0.8147088751970182,3,0.0,2
257,poprawy stanu zdrowia. Zła,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],także z Północnej Karoliny.,poprawy stanu zdrowia. Zła wiadomość nadeszła także z Północnej Karoliny.,Zła wiadomość nadeszła także z Północnej Karoliny.,"[('Zła', 'wiadomość', 'amod'), ('wiadomość', 'nadeszła', 'nsubj'), ('nadeszła', 'nadeszła', 'ROOT'), ('także', 'Karoliny', 'advmod:emph'), ('z', 'Karoliny', 'case'), ('Północnej', 'Karoliny', 'amod:flat'), ('Karoliny', 'nadeszła', 'obl'), ('.', 'nadeszła', 'punct')]",7,"('wiadomość', 'nadeszła')","('[wiadomość:subst:sg:nom:f]', '[nadejść:praet:sg:f:perf]')","{'Zła': 0, 'wiadomość': 1, 'nadeszła': 3, 'także': 0, 'z': 0, 'Północnej': 0, 'Karoliny': 3, '.': 0}","({wiadomość: 1, nadeszła: 3})",0.341929217536207,1,-719.4891981962178,,Bad news also came from North Carolina.,"[('Bad', 'news', 'amod'), ('news', 'came', 'nsubj'), ('also', 'came', 'advmod'), ('came', 'came', 'ROOT'), ('from', 'came', 'prep'), ('North', 'Carolina', 'compound'), ('Carolina', 'from', 'pobj'), ('.', 'came', 'punct')]",7,"{'Bad': 0, 'news': 1, 'also': 0, 'came': 4, 'from': 1, 'North': 0, 'Carolina': 1, '.': 0}",{'came': 4},,0.6961589439327265,0,0.0,5
258,van der Vaarta. Zaskakująca,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],"z obozu Duńczyków, wśród","van der Vaarta. Zaskakująca wiadomość nadeszła z obozu Duńczyków, wśród","Zaskakująca wiadomość nadeszła z obozu Duńczyków, wśród których krążyły plotki o nieoczekiwanym sojuszu z wrogami.","[('Zaskakująca', 'wiadomość', 'acl'), ('wiadomość', 'nadeszła', 'nsubj'), ('nadeszła', 'nadeszła', 'ROOT'), ('z', 'obozu', 'case'), ('obozu', 'nadeszła', 'obl'), ('Duńczyków', 'obozu', 'nmod'), (',', 'krążyły', 'punct'), ('wśród', 'których', 'case'), ('których', 'krążyły', 'obl:arg'), ('krążyły', 'obozu', 'acl:relcl'), ('plotki', 'krążyły', 'nsubj'), ('o', 'sojuszu', 'case'), ('nieoczekiwanym', 'sojuszu', 'amod'), ('sojuszu', 'plotki', 'nmod'), ('z', 'wrogami', 'case'), ('wrogami', 'sojuszu', 'nmod'), ('.', 'nadeszła', 'punct')]",15,"('wiadomość', 'nadeszła')","('[wiadomość:subst:sg:nom:f]', '[nadejść:praet:sg:f:perf]')","{'Zaskakująca': 0, 'wiadomość': 1, 'nadeszła': 3, 'z': 0, 'obozu': 3, 'Duńczyków': 0, ',': 0, 'wśród': 0, 'których': 1, 'krążyły': 3, 'plotki': 1, 'o': 0, 'nieoczekiwanym': 0, 'sojuszu': 3, 'wrogami': 1, '.': 0}","({wiadomość: 1, nadeszła: 3})",0.8891059883604209,4,2.7798108283446994,,"Surprising news came from the Danes' camp, among whom rumors were circulating of an unexpected alliance with their enemies.","[('Surprising', 'news', 'amod'), ('news', 'came', 'nsubj'), ('came', 'came', 'ROOT'), ('from', 'came', 'prep'), ('the', 'Danes&#39', 'det'), ('Danes&#39', 'from', 'pobj'), (';', 'came', 'punct'), ('camp', 'news', 'appos'), (',', 'camp', 'punct'), ('among', 'circulating', 'prep'), ('whom', 'among', 'pobj'), ('rumors', 'circulating', 'nsubj'), ('were', 'circulating', 'aux'), ('circulating', 'camp', 'relcl'), ('of', 'circulating', 'prep'), ('an', 'alliance', 'det'), ('unexpected', 'alliance', 'amod'), ('alliance', 'of', 'pobj'), ('with', 'alliance', 'prep'), ('their', 'enemies', 'poss'), ('enemies', 'with', 'pobj'), ('.', 'came', 'punct')]",19,"{'Surprising': 0, 'news': 2, 'came': 4, 'from': 1, 'the': 0, 'Danes&#39': 1, ';': 0, 'camp': 2, ',': 0, 'among': 1, 'whom': 0, 'rumors': 0, 'were': 0, 'circulating': 4, 'of': 1, 'an': 0, 'unexpected': 0, 'alliance': 3, 'with': 1, 'their': 0, 'enemies': 1, '.': 0}","{'came': 4, 'were': 0}",,0.8202840619216453,3,0.0,2
259,i Tadeusz Buraczewski. Dobra,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],"także z Leszna, gdzie","i Tadeusz Buraczewski. Dobra wiadomość nadeszła także z Leszna, gdzie","Dobra wiadomość nadeszła także z Leszna, gdzie udało się zakończyć trudne negocjacje.","[('Dobra', 'wiadomość', 'amod'), ('wiadomość', 'nadeszła', 'nsubj'), ('nadeszła', 'nadeszła', 'ROOT'), ('także', 'Leszna', 'advmod:emph'), ('z', 'Leszna', 'case'), ('Leszna', 'nadeszła', 'obl'), (',', 'udało', 'punct'), ('gdzie', 'udało', 'advmod'), ('udało', 'Leszna', 'acl:relcl'), ('się', 'udało', 'expl:pv'), ('zakończyć', 'udało', 'xcomp'), ('trudne', 'negocjacje', 'amod'), ('negocjacje', 'zakończyć', 'obj'), ('.', 'nadeszła', 'punct')]",12,"('wiadomość', 'nadeszła')","('[wiadomość:subst:sg:nom:f]', '[nadejść:praet:sg:f:perf]')","{'Dobra': 0, 'wiadomość': 1, 'nadeszła': 3, 'także': 0, 'z': 0, 'Leszna': 3, ',': 0, 'gdzie': 0, 'udało': 4, 'się': 0, 'zakończyć': 1, 'trudne': 0, 'negocjacje': 1, '.': 0}","({wiadomość: 1, nadeszła: 3})",0.643692594537223,2,-725.2561206477244,,"Good news also came from Leszno, where difficult negotiations were concluded.","[('Good', 'news', 'amod'), ('news', 'came', 'nsubj'), ('also', 'came', 'advmod'), ('came', 'came', 'ROOT'), ('from', 'came', 'prep'), ('Leszno', 'from', 'pobj'), (',', 'Leszno', 'punct'), ('where', 'concluded', 'advmod'), ('difficult', 'negotiations', 'amod'), ('negotiations', 'concluded', 'nsubjpass'), ('were', 'concluded', 'auxpass'), ('concluded', 'Leszno', 'relcl'), ('.', 'came', 'punct')]",11,"{'Good': 0, 'news': 1, 'also': 0, 'came': 4, 'from': 1, 'Leszno': 2, ',': 0, 'where': 0, 'difficult': 0, 'negotiations': 1, 'were': 0, 'concluded': 3, '.': 0}","{'came': 4, 'were': 0}",,0.1625922864033327,2,2.8416889959655814e-06,5
260,miejsce w tabeli. Fatalna,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],dla fanów Liverpoolu. Francuz,miejsce w tabeli. Fatalna wiadomość nadeszła dla fanów Liverpoolu. Francuz,Fatalna wiadomość nadeszła dla fanów Liverpoolu.,"[('Fatalna', 'wiadomość', 'amod'), ('wiadomość', 'nadeszła', 'nsubj'), ('nadeszła', 'nadeszła', 'ROOT'), ('dla', 'fanów', 'case'), ('fanów', 'nadeszła', 'obl'), ('Liverpoolu', 'fanów', 'nmod:arg'), ('.', 'nadeszła', 'punct')]",6,"('wiadomość', 'nadeszła')","('[wiadomość:subst:sg:nom:f]', '[nadejść:praet:sg:f:perf]')","{'Fatalna': 0, 'wiadomość': 1, 'nadeszła': 3, 'dla': 0, 'fanów': 2, 'Liverpoolu': 0, '.': 0}","({wiadomość: 1, nadeszła: 3})",0.2266370215748806,1,0.7786606580599656,,Bad news has arrived for Liverpool fans.,"[('Bad', 'news', 'amod'), ('news', 'arrived', 'nsubj'), ('has', 'arrived', 'aux'), ('arrived', 'arrived', 'ROOT'), ('for', 'arrived', 'prep'), ('Liverpool', 'fans', 'compound'), ('fans', 'for', 'pobj'), ('.', 'arrived', 'punct')]",7,"{'Bad': 0, 'news': 1, 'has': 0, 'arrived': 4, 'for': 1, 'Liverpool': 0, 'fans': 1, '.': 0}",{'arrived': 4},,1.3259537018422152,1,0.0012198961491725,5
261,Smutna dla całego piłkarskiego świata,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],z Zaporoża. Wczoraj w,Smutna dla całego piłkarskiego świata wiadomość nadeszła z Zaporoża. Wczoraj w,Smutna dla całego piłkarskiego świata wiadomość nadeszła z Zaporoża.,"[('Smutna', 'nadeszła', 'nsubj'), ('dla', 'świata', 'case'), ('całego', 'świata', 'amod'), ('piłkarskiego', 'świata', 'amod'), ('świata', 'Smutna', 'obl'), ('wiadomość', 'nadeszła', 'nsubj'), ('nadeszła', 'nadeszła', 'ROOT'), ('z', 'Zaporoża', 'case'), ('Zaporoża', 'nadeszła', 'obl:arg'), ('.', 'nadeszła', 'punct')]",9,"('wiadomość', 'nadeszła')","('[wiadomość:subst:sg:nom:f]', '[nadejść:praet:sg:f:perf]')","{'Smutna': 1, 'dla': 0, 'całego': 0, 'piłkarskiego': 0, 'świata': 3, 'wiadomość': 0, 'nadeszła': 4, 'z': 0, 'Zaporoża': 1, '.': 0}","({wiadomość: 0, nadeszła: 4})",0.6819753724178101,2,2.69740051204512,,Sad news for the entire football world came from Zaporozhye.,"[('Sad', 'news', 'amod'), ('news', 'came', 'nsubj'), ('for', 'news', 'prep'), ('the', 'world', 'det'), ('entire', 'world', 'amod'), ('football', 'world', 'compound'), ('world', 'for', 'pobj'), ('came', 'came', 'ROOT'), ('from', 'came', 'prep'), ('Zaporozhye', 'from', 'pobj'), ('.', 'came', 'punct')]",10,"{'Sad': 0, 'news': 2, 'for': 1, 'the': 0, 'entire': 0, 'football': 0, 'world': 3, 'came': 3, 'from': 1, 'Zaporozhye': 0, '.': 0}",{'came': 3},,1.7784074120436355,4,0.0025290655868964,2
